Event Number,HT,MET,MR,Rsq,Dark Photon Produced
306895,191.2617746417974,1.4811170392055806,13998.364932324694,5.782597021797671e-06,False
286329,88.80141488044333,0.0,13999.999999998276,0.0,False
34472,191.8885441125688,0.0,14000.00000006888,0.0,False
318161,62.3330131734569,0.0,13999.999999997384,0.0,False
174546,28.598164659019503,0.0,13999.999999924332,0.0,False
135080,128.48893216717016,1.5101657274389235,13990.760210906428,3.965223712210107e-06,False
433437,190.4241476349288,0.2991960273196003,13987.533427072136,1.164811258207378e-06,False
82605,34.269456386514584,0.0,13999.999999999827,0.0,False
389670,18.796567786015668,0.0,14000.00000000024,0.0,False
432422,24.413863525328058,0.0,13999.999999999996,0.0,False
194800,43.51042780412951,0.0,14000.00000000201,0.0,False
208452,82.88557405371579,0.0,14000.000000822518,0.0,False
274368,190.45324492349545,0.0715643060480284,13999.778306905686,2.7816501989745453e-07,False
467215,93.00094773761133,0.0,14000.00000017488,0.0,False
113809,37.572560048300495,0.0,13999.99999997063,0.0,False
336380,35.0286667199713,0.0,13999.999999999996,0.0,False
213764,77.91535848545432,0.0,14000.000000431535,0.0,False
16485,52.70526142016696,0.1886807436795936,13998.99192322679,2.029775548515673e-07,False
144634,42.069920327426054,0.0,13999.99999999467,0.0,False
165515,76.57812239372413,0.0,13999.99999999821,0.0,False
406002,68.45684316807203,0.0,13999.999999872462,0.0,False
260629,198.61369153559977,0.0,13999.999999992977,0.0,False
240690,61.11366939914571,0.0,13999.999999959022,0.0,False
268175,19.58401880381675,0.0,14000.00000000007,0.0,False
162556,27.24284541019118,0.0,13999.999999999984,0.0,False
117375,96.85878011944278,0.0,14000.000024163435,0.0,False
128648,365.5418603105366,2.455912959382372,13983.475992861191,1.836452913533573e-05,False
496937,320.8439005813304,3.302907216687268,13987.862779642604,2.166443794290273e-05,False
133705,99.6524835442445,0.0,13999.99999993107,0.0,False
332365,49.270722609600675,0.0,14000.000000001057,0.0,False
136953,70.29327108262581,0.0,13999.999999996104,0.0,False
179039,30.719034222638967,0.0,13999.999999018524,0.0,False
360605,147.79469268641864,0.0,13999.999999520349,0.0,False
87090,72.73402824409258,0.0,13999.999999951937,0.0,False
334753,89.35329476337358,0.0,13999.999998660496,0.0,False
419796,38.07069780717378,0.0,13999.999999999714,0.0,False
72866,186.2054067069759,0.0206368803669075,13999.96666129868,7.842279598899242e-08,False
102398,44.68822159154955,0.0,13999.999999805908,0.0,False
322450,142.43766310989355,0.0,13999.999999946744,0.0,False
262573,42.32825344028711,0.0,14000.000000039345,0.0,False
162328,50.888207223685775,0.0,13999.99999999997,0.0,False
224653,52.419222649056856,0.0,13999.999999989866,0.0,False
205552,139.21411977445356,0.0,13999.99999931279,0.0,False
388153,225.3012288771949,0.0,14000.00000006725,0.0,False
458570,172.4865627697241,0.9867360621025372,13989.837723928633,3.47849117589652e-06,False
375362,42.16818326615273,0.0,13999.999999997624,0.0,False
235478,33.22315538721535,0.0,13999.999999999998,0.0,False
349147,33.3085571715587,0.0,13999.999999999418,0.0,False
248071,27.12776388692666,0.0,14000.000000003756,0.0,False
457195,55.54279805715376,0.0,13999.999999998834,0.0,False
464561,102.35219559237096,0.0,14000.000000000398,0.0,False
457670,43.620843990029734,0.0,14000.000000001082,0.0,False
451859,30.958154213301377,0.0,14000.000000000073,0.0,False
87923,30.908119543674527,0.0,14000.000000000004,0.0,False
409503,62.09993869598179,0.0,14000.000000097089,0.0,False
348969,24.49696080395541,0.0,14000.000000000007,0.0,False
120950,235.4710858564996,3.8992237472778,13976.517259454697,1.8800863847759654e-05,False
260203,245.0647273569847,0.0,14000.000000217007,0.0,False
4088,32.3833467069698,0.0,14000.000000016096,0.0,False
342984,22.562587150623784,0.0,13999.999999999996,0.0,False
252229,244.913518948118,0.0,13999.999999969872,0.0,False
11986,40.728388526931646,0.0,13999.99999998823,0.0,False
464896,126.31942360986136,0.0,14000.000000040242,0.0,False
476520,67.51768684304575,0.0,14000.000000000013,0.0,False
79248,134.75773857995816,0.0,13999.99999987891,0.0,False
156299,65.12801583844943,0.0,14000.00000000666,0.0,False
385104,36.0206442370239,0.0,13999.999999995927,0.0,False
369212,137.90950785908427,0.0,14000.00002341834,0.0,False
41149,98.3338424383248,0.0,14000.000000000104,0.0,False
210079,36.68484057766033,0.0,14000.000000000002,0.0,False
360351,64.87848918528871,0.0,14000.000000004547,0.0,False
189761,41.48950058549454,0.0,14000.000000112035,0.0,False
30965,66.61788578578839,0.0,13999.999999963868,0.0,False
368889,188.8300028686972,0.0,14000.000000007063,0.0,False
174977,23.174395046475585,0.0,13999.999999900974,0.0,False
171715,22.483286054939985,0.0,14000.000000000002,0.0,False
170580,60.30073455382166,0.0,13999.999999998072,0.0,False
299091,80.73984954515846,0.0,13999.999999982469,0.0,False
34456,245.0754861012005,0.8581893751034022,13953.305317906616,4.3210451362959305e-06,False
86099,27.404245298813382,0.0,14000.00000000126,0.0,False
495666,189.46475719807353,0.3279850458039506,13998.810538459798,1.2684115858528783e-06,False
365257,197.7147524309005,0.0,14000.000000081762,0.0,False
382057,62.70785301397361,0.0,13999.999999869651,0.0,False
266181,23.866911933811632,0.0,14000.0000073711,0.0,False
454386,108.13024907681044,0.0,13999.999999971133,0.0,False
432158,118.74979359782364,0.0,14000.000000055406,0.0,False
191930,27.963626892111765,0.0,13999.999999999938,0.0,False
111609,81.81598659862702,0.0,13999.99999999822,0.0,False
102646,22.160705995303793,0.0,13999.99999938647,0.0,False
233410,27.238471686601713,0.0,13999.999999995469,0.0,False
282250,75.06720304889102,0.0,14000.000000027836,0.0,False
34250,24.663239144420334,0.0,14000.000000000004,0.0,False
104928,28.01783640537289,0.0,14000.000000000004,0.0,False
276059,36.99371387187121,0.0,13999.999999999613,0.0,False
243711,39.98589790954671,0.2834995888218486,13996.902715860222,2.314490429611423e-07,False
152559,39.10024348530725,0.0,13999.99999999926,0.0,False
36252,65.7107863436835,0.0,14000.000000068409,0.0,False
30128,32.61880080063805,0.0,14000.000000000024,0.0,False
3161,23.483764156291446,0.0,13999.999999998074,0.0,False
267225,309.81791609667755,0.2341604064128751,13975.09323423795,1.4858349001351176e-06,False
116030,21.304546787796024,0.0,14000.000000000093,0.0,False
420649,31.506642046955033,0.0,14000.000000003469,0.0,False
472316,45.61630133616386,0.0,14000.000003357223,0.0,False
121213,97.2457384562461,0.0,14000.000000053067,0.0,False
490456,37.028157486553525,0.0,14000.0,0.0,False
246950,42.60271799914117,0.0,13999.999999768945,0.0,False
295867,264.3443341910507,0.0,13999.9999957394,0.0,False
139120,30.447509662748132,0.0,13999.999999999867,0.0,False
347673,96.2881476457646,0.0,13999.999999919191,0.0,False
277694,282.0640518794592,0.0,13999.999999748949,0.0,False
4724,25.37067445715665,0.0,14000.000001622146,0.0,False
183049,114.40596508227809,0.0,14000.000000175494,0.0,False
419802,45.325490071244374,0.8567962985967399,13996.986712172427,7.928864222515537e-07,False
371135,33.13825429769806,0.0,14000.000000000002,0.0,False
234332,112.15009054312893,0.0,13999.99999991887,0.0,False
23832,36.92652322460896,0.0,14000.00000003799,0.0,False
139417,97.90562042745336,0.0,14000.000000000766,0.0,False
299537,146.8298637564629,0.0,14000.0000003018,0.0,False
385148,33.259588858114775,0.0,14000.00000003655,0.0,False
288611,100.30034661304448,0.0,14000.000000065338,0.0,False
383210,29.84034802505832,0.0,13999.999999999958,0.0,False
195238,211.5026029629465,0.0,13999.999999987784,0.0,False
447179,118.91479900639588,0.0,13999.999999894397,0.0,False
371779,45.149291757841546,0.0,13999.99999999489,0.0,False
385989,50.96334945125881,0.0,14000.00000069757,0.0,False
350781,51.24117054322014,0.0,14000.000000000997,0.0,False
380397,24.670704555554057,0.0,13999.999999999129,0.0,False
464542,47.2200150957112,0.0,13999.999999999854,0.0,False
47193,117.27465818176866,0.0,14000.00000011506,0.0,False
32595,21.537985024431805,0.0,14000.00000000466,0.0,False
285859,96.95079303684358,0.0,14000.000000104816,0.0,False
355925,21.175706456629364,0.0,14000.000000004771,0.0,False
316592,24.515608738600104,0.0,13999.999999999442,0.0,False
301553,53.717746618684494,0.0,13999.999999989128,0.0,False
176588,282.0845041663003,0.0,13999.999999997444,0.0,False
490212,34.71033096478637,0.0,13999.999999999953,0.0,False
441605,150.61038910543468,0.0,14000.00000001217,0.0,False
225402,69.79003425749303,0.0,13999.999999643169,0.0,False
158631,116.40381019656066,0.0,13999.999999995489,0.0,False
168221,121.84295067017972,0.0,13999.999999976144,0.0,False
111754,132.65187440996024,0.0,14000.000000005297,0.0,False
387078,65.07495291070028,0.0,14000.000000042566,0.0,False
201113,25.797788970625454,0.0,14000.000000045393,0.0,False
171122,20.090867633582803,0.0,14000.0,0.0,False
366187,65.62308827721023,0.0,13999.99999999986,0.0,False
257109,96.8979221127484,0.0,13999.999999935168,0.0,False
497762,41.700669734147695,0.0,14000.000000000016,0.0,False
105551,109.83682452494888,0.0,14000.000000001388,0.0,False
52337,26.251771589068703,0.0,13999.999999971948,0.0,False
54955,95.00686249614404,0.0,14000.000000026144,0.0,False
219179,41.23185858816418,0.0,13999.999999994556,0.0,False
48698,189.73895490791637,0.0,13999.9999999208,0.0,False
360624,67.8235455754002,0.0,13999.999999561833,0.0,False
111812,28.762476185865996,0.0,14000.000000000526,0.0,False
212504,30.998468260740236,0.0,14000.000000000022,0.0,False
26293,206.2022568681775,0.0,14000.000000095482,0.0,False
385021,153.88783961105997,0.0,13999.999999995469,0.0,False
326090,59.93168971956673,0.0,13999.999999854504,0.0,False
323008,34.465224340595974,0.0,14000.000000001615,0.0,False
201482,25.705909372261186,0.0,14000.000000003874,0.0,False
332905,62.85013344353758,0.0,14000.000000195094,0.0,False
438826,41.59262136434637,0.0,14000.000000000033,0.0,False
476819,58.15986415395775,0.2169244505470509,13999.7284992333,2.5748542700366013e-07,False
344582,137.22031616143207,0.0,14000.000000000411,0.0,False
309817,151.56034325174684,0.0,13999.999999776708,0.0,False
107906,65.12286768733128,0.0,14000.000001103246,0.0,False
338604,39.07713496053677,0.0163315182313556,13998.827717126294,1.3026445557448766e-08,False
86829,183.93072251115217,0.0,13999.99999999266,0.0,False
194872,33.30899059709354,0.0,13999.99999997639,0.0,False
109514,75.75084237093662,0.0,13999.999999295564,0.0,False
122678,161.71719403531267,0.9809380994321804,13941.98228626176,3.2644403561975775e-06,False
321036,31.28845942788126,0.0,14000.0000000006,0.0,False
134289,39.895782479776834,0.0,13999.999999964752,0.0,False
386420,42.25926213454639,0.0,14000.000002655604,0.0,False
252555,105.03537072542052,0.0,14000.000000018044,0.0,False
3950,55.98522246769381,0.0,14000.00000001257,0.0,False
340251,439.50981938399303,3.615917616050491,13695.557892718474,3.389125449368246e-05,False
199437,153.7550813816456,0.0,13999.999999829746,0.0,False
168943,70.69457589506798,0.0,14000.000013965822,0.0,False
45695,31.456260506488853,0.0,14000.000000000004,0.0,False
499769,60.2749839143169,0.0,14000.000000000437,0.0,False
346053,35.59963305319646,0.0,14000.000000000004,0.0,False
306553,162.86590558118866,0.0,13999.99999985766,0.0,False
159021,38.0643986176351,0.0,13999.999999570036,0.0,False
325050,21.687326349953572,0.0,14000.000000001422,0.0,False
104287,51.2445114208408,0.0,13999.999999995269,0.0,False
82893,264.8747192172007,0.0,14000.000008628424,0.0,False
449562,253.87125795434957,0.0,13999.999999991413,0.0,False
123,34.402697239838325,0.0,13999.999999999987,0.0,False
323104,23.393970068505865,0.0,14000.00000000137,0.0,False
338591,131.97036839220956,0.0,13999.999999930686,0.0,False
147928,68.25803699913153,0.0,13999.999999999249,0.0,False
290034,170.66370616937724,0.0,13999.999999955771,0.0,False
307414,136.4776874445437,2.0529177289667646,13995.57185954664,5.721526248338804e-06,False
243587,25.733859404680025,0.0,14000.000000040603,0.0,False
334142,31.597511803363066,0.0,14000.000005237913,0.0,False
449104,116.2644245703334,0.0,13999.999999827209,0.0,False
150562,42.20615358299363,0.0,13999.999999661051,0.0,False
465018,290.71964755056825,0.0,14000.000000001166,0.0,False
247341,78.71977052092113,0.0,14000.0000001036,0.0,False
350320,219.99468507232572,0.0,14000.000000002748,0.0,False
275238,123.74210347491066,0.0,14000.000024879284,0.0,False
457204,139.8372478045424,0.0,14000.00000008706,0.0,False
322686,29.45518347843657,0.0,13999.999999998852,0.0,False
118720,127.16467596839554,0.0,14000.000000025131,0.0,False
288127,28.68279577703567,0.0,14000.00000000007,0.0,False
469720,29.588195048748645,0.0,14000.0,0.0,False
357547,99.4442850670215,0.0,14000.000001490827,0.0,False
401352,174.09583398065263,0.0,14000.000000011853,0.0,False
107952,289.9053146283944,0.1558995957743513,13978.505675290256,9.252086048911598e-07,False
101834,33.46713785477053,0.0,14000.000000015969,0.0,False
459982,76.77965340136754,0.0,14000.000000186696,0.0,False
383428,38.534541295608086,0.0,14000.000000000013,0.0,False
492726,70.71818029353773,0.0,13999.999999999683,0.0,False
70273,225.2080107713285,0.0,14000.00000002935,0.0,False
450597,171.1957951488523,0.0,13999.999999996213,0.0,False
411859,27.145436384001652,0.0,14000.00000000007,0.0,False
84396,153.06913513076032,0.0,14000.000000002625,0.0,False
307667,193.36976963189255,0.0,14000.00000002695,0.0,False
87834,39.249357650879205,0.0,13999.999999998352,0.0,False
453753,25.617479386047133,0.0,13999.999999982938,0.0,False
5311,62.39325641830028,0.0,13999.999999992153,0.0,False
259033,115.21523236884278,0.0,14000.000000080618,0.0,False
111002,329.5000703158318,0.0,13999.999999980651,0.0,False
196505,62.347577028949466,0.0,14000.000000000002,0.0,False
189419,31.418287881735967,0.0,13999.99999973714,0.0,False
381319,179.22512701220396,0.0,13999.999999944506,0.0,False
120438,112.19245167557304,0.0,14000.00000004678,0.0,False
358495,36.51092063421253,0.0,14000.000000000004,0.0,False
136810,32.817558940630335,0.0,13999.999999999924,0.0,False
151323,26.57997940083017,0.0,13999.999999981892,0.0,False
314331,179.02816552487826,0.0,13999.999999980182,0.0,False
173244,90.8078802825422,0.0,14000.000000039128,0.0,False
37898,51.12202380524473,0.0,14000.000000214097,0.0,False
189272,223.64998363785713,0.0,13999.999999968835,0.0,False
32461,73.03482141565709,0.0,14000.000000000087,0.0,False
65571,216.01541811973527,0.0,14000.000000075626,0.0,False
86835,104.18665848767176,0.0,14000.00000029,0.0,False
349284,157.32969255634416,0.8769092929538556,13998.3120429696,2.816268237399996e-06,False
472376,73.79949476909353,0.0,14000.000005483422,0.0,False
189737,207.3943022485632,0.0,13999.999999581829,0.0,False
176889,56.371234595822216,0.0,13999.99999999655,0.0,False
413646,62.50134247815326,0.0,14000.000006606377,0.0,False
242296,25.252102936935177,0.0,13999.999999999996,0.0,False
392567,144.89505747126694,0.0,14000.000000731488,0.0,False
31133,38.42802423741598,0.0,13999.999999999807,0.0,False
276834,22.659478828603984,0.0,14000.000000000757,0.0,False
119665,28.47645446316957,0.0,14000.000000000004,0.0,False
116065,46.34091759468337,0.0,13999.9999999998,0.0,False
37410,26.569381852866652,0.0,14000.000000092752,0.0,False
463827,331.8175438225467,0.0,13999.999999959264,0.0,False
422412,124.35921316047089,0.0,13999.999999993466,0.0,False
135492,39.65809591998502,0.0,14000.000000042017,0.0,False
121202,37.86250035015483,0.0,14000.0,0.0,False
171269,31.964155125256102,0.0,13999.999999999827,0.0,False
447238,64.43127832241986,0.0,13999.99999987619,0.0,False
179024,83.68729078395342,0.0,13999.999999984811,0.0,False
470899,42.81126059339318,0.0,13999.999999937663,0.0,False
479045,57.2405512898806,0.0,13999.999999976942,0.0,False
198941,35.121261079825345,0.0,13999.999022692462,0.0,False
264405,46.80529321061932,0.0,14000.00000013209,0.0,False
498638,60.02366322648713,0.0,13999.999999998032,0.0,False
269766,39.64214175196271,0.0,14000.000000000058,0.0,False
182701,124.01842972963064,0.0,14000.000001196331,0.0,False
476039,169.17613917647532,0.2504069197795842,13990.82565295218,8.656826981633979e-07,False
221237,178.46457376117718,0.0,14000.000001555192,0.0,False
373165,77.20093483000613,0.0,14000.000000001235,0.0,False
489448,279.9159285573474,0.0,14000.000000256969,0.0,False
465375,87.82793268306735,0.0,13999.999999996677,0.0,False
344806,59.653752385994856,0.0,14000.000001986698,0.0,False
127901,111.69436165950762,0.0,14000.000000024427,0.0,False
399735,98.26058145652276,0.0,13999.99999417071,0.0,False
239922,232.32848028087383,0.0,13999.99999999692,0.0,False
191938,27.04886918237904,0.0,13999.999999999984,0.0,False
434004,25.48832455089151,0.0,14000.0,0.0,False
249517,48.24530984539025,0.0,14000.00000000058,0.0,False
123098,40.445133819177784,0.0,13999.99999999825,0.0,False
137364,29.536008583982237,0.0,14000.000000001652,0.0,False
64664,59.568708190991345,0.0,14000.000000000502,0.0,False
144728,69.11034620145199,0.0818305968760969,13990.498404473525,1.1557194074197172e-07,False
130360,69.62380515358223,0.0,14000.00000195464,0.0,False
489323,23.402846126791623,0.0,14000.000000001442,0.0,False
144495,108.05320066296306,0.0,13999.999999329091,0.0,False
398368,157.60476116672547,0.0,14000.00000000221,0.0,False
9237,33.95281835097899,0.0,14000.000000013584,0.0,False
191294,14.841996080108098,0.0,13999.99999990914,0.0,False
67318,35.556403075400866,0.5774374687148573,13996.838448041392,4.192015435340575e-07,False
44000,213.6080058730786,0.0,13999.99999999972,0.0,False
296918,40.56693792060237,0.0,13999.999999999967,0.0,False
355687,49.31586275778124,0.0,14000.000000041586,0.0,False
30768,136.2875190538914,0.0,14000.000000274422,0.0,False
174517,44.00990962739347,0.0,14000.000000000004,0.0,False
430066,196.5111546045507,0.0,13999.999999993244,0.0,False
137274,28.636224805461396,0.0,14000.000000000036,0.0,False
28914,171.52408901511347,0.0,13999.999998489864,0.0,False
302461,91.35345739593096,0.4431771127126616,13986.496259378207,8.278362438214502e-07,False
387637,252.71932734785509,0.0,14000.000000006414,0.0,False
78951,199.18300714755063,0.0,13999.999999911528,0.0,False
335865,66.7294409066116,0.0,13999.99999990328,0.0,False
97171,321.59105521294003,0.0,14000.000000098764,0.0,False
7033,266.9336727457134,0.9077325659136348,13994.703663602424,4.948731102007812e-06,False
315559,218.37366746745312,3.854866254973341,13995.911551210116,1.7189656389204933e-05,False
54011,55.39513640617947,0.0,14000.00000000626,0.0,False
59121,46.97086806820247,0.1856317590201865,13999.67554701302,1.7795283711896098e-07,False
396487,201.96772818030212,0.0,13999.99999783868,0.0,False
226887,258.12899385310436,0.0,13999.999999949552,0.0,False
423513,59.067648341639085,0.0,13999.999999999398,0.0,False
293166,89.74964381181468,0.0,14000.000000119671,0.0,False
64290,31.244454241007222,0.7445625264609447,13993.611483572096,4.75197869485064e-07,False
466143,212.63125612970455,0.0,14000.00000003283,0.0,False
171416,51.08165897906847,0.0,14000.000000000024,0.0,False
322161,57.42770466961793,0.0,14000.000000203096,0.0,False
23669,117.7811237804857,0.0,13999.999999999707,0.0,False
233363,66.9958633813978,0.0,13999.99999077848,0.0,False
336561,208.66946634771685,0.0,13999.999999981252,0.0,False
440974,47.333605147766754,0.0,13999.999999993946,0.0,False
352321,228.64505690314908,0.0,14000.000000190534,0.0,False
212960,148.01811844722496,0.0,13999.99999999746,0.0,False
81101,30.07995396933523,0.0,13999.999999999987,0.0,False
9508,62.06425973658143,0.0,13999.999999995598,0.0,False
396045,127.19335479893634,0.0,13999.999999193333,0.0,False
263477,59.40216790281399,0.0,14000.000000000024,0.0,False
299891,28.66119125454433,0.0,14000.000000042512,0.0,False
25555,50.314156568819385,0.0,13999.999999999543,0.0,False
136239,170.73882039118163,0.0,13999.99999950607,0.0,False
69080,90.6416407534041,0.5184425998628912,13994.547482757473,9.597778202100732e-07,False
134193,79.87583900785064,0.0,13999.999999985144,0.0,False
136837,30.929932291368445,0.0,14000.000000160171,0.0,False
39374,44.48601839757912,0.0,14000.00000000108,0.0,False
210832,26.38499052735772,0.0,14000.000000000002,0.0,False
462979,114.62111167275064,0.0,14000.00000007228,0.0,False
451891,77.16076532415865,0.0,13999.999999972824,0.0,False
373907,25.155335174562907,0.0,14000.000000000226,0.0,False
236560,143.8180694515506,0.0,13999.999999990345,0.0,False
78421,263.25301004680006,0.0,14000.000000043456,0.0,False
93182,155.2715845231902,0.0,13999.99999995228,0.0,False
154541,68.49365958105247,0.0,13999.999999999944,0.0,False
242339,28.590125776576507,0.0,13999.999999999964,0.0,False
302457,101.00856786344518,0.0,14000.00000000287,0.0,False
189111,297.9530935537312,2.078757373516836,13989.400140053078,1.2659411234616073e-05,False
12044,48.58814562505609,0.0,13999.999999999402,0.0,False
264301,25.76055900765524,0.0,14000.000000043452,0.0,False
332391,187.49392848740257,0.0,14000.000000167807,0.0,False
166681,32.907402678101555,0.0,14000.00000017231,0.0,False
155424,84.39577405882537,0.0,13999.999999901436,0.0,False
239412,194.8287129634788,0.0,14000.000000191569,0.0,False
459061,32.05414067072423,0.0,13999.999999950003,0.0,False
129049,256.4059068461415,0.0,14000.000001518238,0.0,False
99380,98.27524725172624,0.0,14000.000000032003,0.0,False
320064,24.642682386527664,0.0,14000.00000000007,0.0,False
